Glia and neuronal cell	Oligodendrocyte	B cell	Pericyte	Endothelial cell	T cell	Myeloid cell
1665x560	0.402850631079286	0.0159385306882235	0.0476127152820454	0.225651177394253	0.265388386422985	0.0021425888197592	0.040415970313448
1698x560	0.451708517712609	0.0220804618094225	0.0568748985381885	0.195011129099582	0.20596483645443	0.00123744689503381	0.0671227094907346
1731x560	0.448861778924713	0.024916392042182	0.0512938167927383	0.198587997248847	0.214027749608915	0.00114683559930522	0.0611654297832993
1764x560	0.439916182632448	0.0247931898549436	0.0446425244988501	0.21339147258609	0.224140751051092	0.000935890896834285	0.0521799884797426
1797x560	0.421602134974716	0.023492185836843	0.0488561046002978	0.211539357347851	0.231077258972162	0.00103145249782729	0.0624015057703024
1830x560	0.408788260129339	0.0253799186508489	0.0643625115097331	0.208027409194362	0.225866150894247	0.00125746542294889	0.0663182841985207
1863x560	0.423969175032146	0.0242400068654912	0.0817673209324385	0.20398893251296	0.207961543939026	0.00199134884394348	0.0560816718739956
1896x560	0.496575403941076	0.0199707705417259	0.0861952623564659	0.16235456201611	0.184225143113908	0.00184454813515442	0.0488343098955601
1929x560	0.528078217001971	0.0178451366700035	0.0723040071079466	0.159919948858826	0.18103860377346	0.00121014824943102	0.0396039383383619
1170x593	0.157641690339573	0.0100055277488132	0.0394091802652165	0.390448366427719	0.374644017499023	0.00121195916196892	0.0266392585576865
1203x593	0.149468699222846	0.00881670288990062	0.0354273616980415	0.403159128476091	0.376907313803022	0.00122769960973067	0.0249930943003685
1236x593	0.147680095090836	0.00756990506484121	0.0284085531916193	0.420881844611425	0.371870568172745	0.00153125474370042	0.0220577791248331
1269x593	0.162121316471804	0.00831539191758423	0.0370535900764909	0.393886283274734	0.361762159057811	0.00244015364380691	0.0344211055577693
1302x593	0.162878600999084	0.00949202693136606	0.0412266940836211	0.386011539674894	0.360295260846956	0.00327672110916852	0.0368191563549104
1335x593	0.166220543547816	0.00998730208337037	0.0426103381853681	0.382142047205916	0.358530338223053	0.0036633260112447	0.0368461047432312
1368x593	0.174461589979852	0.0106736797612447	0.041959307258686	0.379306793378491	0.354451355428687	0.00378377906074876	0.0353634951322901
1401x593	0.193129304831607	0.0116268105223484	0.041475331784883	0.370499603709337	0.343724107411234	0.00379555287010636	0.0357492888704843
1434x593	0.23116816111311	0.0133101277864903	0.041532943969313	0.347248719172883	0.325015639186141	0.00357847941493985	0.0381459293571233
1467x593	0.28218854614679	0.0154744038086387	0.0415195156999329	0.315053352153142	0.301018509526164	0.00319007136993252	0.0415556012954
1500x593	0.359547932311286	0.0188700932570122	0.0412330222442747	0.258096821207692	0.273658173640317	0.00238780378233802	0.0462061535570802
1533x593	0.423542085533982	0.0232437509426273	0.0423032560116652	0.215523483486358	0.239905721872396	0.00145973026281586	0.0540219718901547
1566x593	0.430252223899582	0.0227837486382388	0.0658252795417884	0.202007728998679	0.210268715300137	0.00123214568295525	0.0676301579386192
1599x593	0.414243161539468	0.0173504968763791	0.0713900837108121	0.196483923332878	0.238375107950374	0.00159648160651777	0.0605607449835705
1632x593	0.329154635266501	0.0123743360407626	0.0431096577950957	0.241752394100842	0.338708901888533	0.00231080889892966	0.0325892660093356
1665x593	0.280978939924133	0.0109546720508974	0.0334719309602014	0.278978130606958	0.368140324810735	0.00184760367042659	0.0256283979766488
1698x593	0.348905114405106	0.0160869878276268	0.0453993294534821	0.243228522387432	0.298913251004324	0.00118820975548098	0.0462785851665475
1731x593	0.42740894374917	0.0227177000651499	0.0519417095885461	0.206754982664553	0.233350091059045	0.00125946011494829	0.056567112758587
1764x593	0.464737194127628	0.024036352520712	0.0472170686614161	0.191947809259422	0.221190078515675	0.0015418076819575	0.0493296892331888
1797x593	0.420885162066007	0.020263362741181	0.0444188489855054	0.208483460386261	0.235928538653936	0.00119959907526685	0.0688210280918428
1830x593	0.425352789751335	0.0211617546010873	0.0553012299138547	0.215208910825306	0.21523146774522	0.00123605375896433	0.0665077934042332
1863x593	0.461737479330051	0.0256505609227153	0.0759718726221603	0.190137930672254	0.194253590347153	0.00163618809654402	0.0506123780091222
1896x593	0.535787427315282	0.0235249871040095	0.0794545777890065	0.136199488190885	0.180633131820532	0.00167426774600892	0.042726120034277
1929x593	0.554655304560349	0.0197057753574147	0.0763227897869647	0.138173643827829	0.168150107636088	0.00144347820590183	0.0415489006254528
1137x626	0.103126438336421	0.00860385575123692	0.0251531494943618	0.402900965908658	0.441972929854472	0.00109476992301873	0.0171478907318321
1170x626	0.100042462637201	0.00741551753499919	0.0296926817254089	0.416749171168952	0.422129434991524	0.00107002446771137	0.0229007074742037
1203x626	0.1290819942987	0.00897118670204722	0.0321074330255386	0.419254298449023	0.386844415628672	0.00129306142091729	0.0224476104751012
1236x626	0.129418234608155	0.00816348831238611	0.0296800409535248	0.430147767910606	0.378310013164555	0.00196165117787334	0.0223188038728999
1269x626	0.156543472505935	0.0100681364853801	0.0373137699903529	0.40510893052454	0.360172587853215	0.00279831166992634	0.0279947909706507
